Strain,Type,Rating,Effects,Flavor,Breeders,LOCATION
Sweet-Berry,hybrid,4.2,"Relaxed,Happy,Creative,Uplifted,Euphoric","Berry,Sweet,Sage",Northern California Hillberry Farms,
Sweet-Black-Angel,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Tingly","Sweet,Pine,Berry",,
Sweet-Cheese,sativa,4.3,"Relaxed,Happy,Euphoric,Creative,Focused","Cheese,Sweet,Pungent",,
Sweet-Deep-Grapefruit,indica,4,"Relaxed,Sleepy,Euphoric,Hungry,Happy","Grapefruit,Citrus,Sweet",Dinafem Seeds,"Barcelona, Spain"
Sweet-Diesel,sativa,4.1,"Happy,Euphoric,Relaxed,Giggly,Energetic","Woody,Sweet,Diesel",,
Sweet-Dream,hybrid,4.6,"Euphoric,Creative,Giggly,Happy,Relaxed","Berry,Earthy,Pungent",Colorado Seed Inc.,"Boulder, Colorado"
Sweet-Dreams,hybrid,4.3,"Sleepy,Relaxed,Hungry,Uplifted,Happy","Earthy,Skunk,Pungent",Unknown,
Sweet-Harlem-Diesel,hybrid,4.7,"Aroused,Talkative,Uplifted,Creative,Euphoric","Pear,Diesel,Sweet",Sumo Seeds,
Sweet-Hawaiian-Tangie-Banana,hybrid,0,None,None,Pua Mana’s Genetic,
Sweet-Jane,sativa,4.6,"Happy,Focused,Aroused,Sleepy,Tingly","Rose,Sweet,Citrus",,
Sweet-Kush,hybrid,4.4,"Hungry,Happy,Relaxed,Euphoric,Sleepy","Citrus,Sweet,Flowery",Unknown,
Sweet-Lafayette,indica,3.6,"Relaxed,Happy,Euphoric,Uplifted,Aroused","Citrus,Earthy,Pine",,
Sweet-Nina,hybrid,3.9,"Happy,Relaxed,Euphoric,Focused,Uplifted","Diesel,Skunk,Tobacco",Colorado Seed Inc.,"Boulder, Colorado"
Sweet-Pebbles,hybrid,4.8,"Euphoric,Creative,Happy,Focused,Relaxed","Sweet,Berry,Citrus",Fire Bros,Washington State
Sweet-Skunk,hybrid,4.2,"Energetic,Euphoric,Creative,Happy,Aroused","Citrus,Spicy/Herbal,Minty",Unknown,
Sweet-Tooth,indica,4.2,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Sweet,Flowery,Berry",Barney's Farm,"Amsterdam, Westmont, Illinois"
Swiss,indica,4.3,"Energetic,Creative,Relaxed,Happy,Uplifted","Pungent,Ammonia,Berry",,
Swiss-Bliss,hybrid,4,"Euphoric,Happy,Talkative,Creative,Giggly","Sweet,Citrus,Earthy",Paradise Seeds,"Amsterdam, Netherlands"
Swiss-Gold,sativa,4.6,"Relaxed,Happy,Focused,Uplifted,Hungry","Diesel,Citrus,Berry",Lawrence Ringo,
Swiss-Sativa,sativa,4.5,None,,,
Swiss-Tsunami,sativa,4.8,"Relaxed,Uplifted,Focused,Happy,Sleepy","Earthy,Citrus,Orange",,
Tahoe-Alien,hybrid,4.5,"Relaxed,Happy,Hungry,Creative,Euphoric","Pine,Diesel,Skunk",Alien Genetics,"Humboldt, California"
Tahoe-Frostbite,hybrid,5,"Aroused,Talkative,Euphoric,Happy,Relaxed",None,Tiller Natural,
Tahoe-Hydro-Champagne,hybrid,3.7,"Energetic,Happy,Talkative,Tingly,Uplifted","Sweet,Citrus,Lime",Tahoe Hydroponic Company,
Tahoe-Hydro-Og,hybrid,4.9,"Euphoric,Relaxed,Tingly,Happy,Sleepy","Pungent,Earthy,Pine",Tahoe Hydroponic Company,
Tahoe-Og,hybrid,4.4,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Earthy,Pine,Citrus",Unknown,
Tahoe-Purps,indica,3,"Sleepy,Creative,Hungry,Relaxed","Citrus,Earthy,Woody",,
Taliban-Poison,indica,3.7,"Hungry,Aroused,Sleepy,Giggly,Happy","Diesel,Skunk,Pine",,
Tangelo,hybrid,4.3,"Euphoric,Happy,Uplifted,Energetic,Focused","Citrus,Sweet,Earthy",Colorado Seed Inc.,"Boulder, Colorado"
Tangelo-Kush,hybrid,4,"Relaxed,Sleepy,Giggly,Talkative,Uplifted","Peach,Lemon,Citrus",Unknown,
Tangenesia,hybrid,5,None,None,Unknown,
Tangerine,hybrid,4.2,"Happy,Uplifted,Energetic,Relaxed,Creative","Citrus,Orange,Sweet",,
Tangerine-Dream,hybrid,4.4,"Happy,Relaxed,Euphoric,Uplifted,Energetic","Citrus,Orange,Sweet",Barney's Farm,"Amsterdam, Westmont, Illinois"
Tangerine-Haze,hybrid,4.5,"Talkative,Uplifted,Energetic,Euphoric,Happy","Citrus,Orange,Sweet",,
Tangerine-Kush,indica,4.1,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Citrus,Orange,Tropical",,
Tangerine-Man,sativa,4.8,"Euphoric,Energetic,Uplifted,Hungry,Happy","Citrus,Orange,Pungent",Leaf by Snoop,
Tangerine-Power,hybrid,4.4,"Happy,Relaxed,Tingly,Sleepy,Uplifted","Citrus,Orange,Sweet",SinCity Seeds ,"Las Vegas, Nevada"
Tangerine-Sunrise,sativa,4.8,"Tingly,Relaxed,Aroused,Happy,Creative","Citrus,Woody,Sage",,
Tangerine-Trainwreck-Haze,sativa,5,"Euphoric,Aroused,Uplifted,Creative,Energetic","Sweet,Citrus,Orange",Rare Dankness Seeds,Colorado
Tangie,sativa,4.5,"Happy,Uplifted,Energetic,Euphoric,Relaxed","Citrus,Orange,Sweet",DNA Genetics,"Amsterdam,Canada, California"
Tangie-Dream,hybrid,4.4,"Tingly,Creative,Focused,Uplifted,Happy","Citrus,Sweet,Orange",Unknown,
Tangie-Ghost-Train,sativa,4.7,"Uplifted,Happy,Energetic,Euphoric,Focused","Citrus,Orange,Pungent",,
Tangie-Sunrise,hybrid,0,"Tingly,Uplifted,Euphoric,Happy,Relaxed",,Palomar Craft Cannabis,
Tangier-Chilly,hybrid,5,"Talkative,Uplifted,Creative,Energetic,Giggly","Citrus,Orange,Pine",Mr Mack’s Snacks,
Tangilope,sativa,4.6,"Happy,Uplifted,Energetic,Talkative,Creative","Citrus,Orange,Tropical",,
Tango-Kush,hybrid,4.3,"Energetic,Focused,Uplifted,Euphoric,Happy","Mango,Sweet,Citrus",Potbox,
Tardis,sativa,5,"Talkative,Creative,Euphoric,Focused,Aroused","Sweet,Diesel,Spicy/Herbal",,
Tembo-Kush,hybrid,4.5,"Happy,Euphoric,Creative,Relaxed,Focused","Sweet,Berry,Earthy",BUDS Pasco,
Terminator-Og,indica,4.7,"Relaxed,Happy,Sleepy,Creative,Euphoric","Sweet,Pine,Rose",,
Tesla,hybrid,4.7,"Uplifted,Relaxed,Happy,Euphoric,Giggly","Tropical,Pepper,Sweet",AlphaKronic Genes,
Tesla-Tower,sativa,4.8,"Tingly,Uplifted,Relaxed,Creative,Energetic","Pepper,Sweet,Berry",,
Thai,sativa,4.2,"Happy,Relaxed,Focused,Uplifted,Energetic","Earthy,Flowery,Sweet",,
Thai-Girl,hybrid,4,"Euphoric,Relaxed,Energetic,Focused,Tingly","Tropical,Sweet,Citrus",Gold King,
Thai-Haze,sativa,4.3,"Creative,Energetic,Happy,Aroused,Euphoric","Pine,Pepper,Sweet",,
Thai-Lights,hybrid,4.7,"Uplifted,Happy,Euphoric,Relaxed,Energetic","Earthy,Spicy/Herbal,Pine",Dr. Atomic,
Thai-Tanic,sativa,4,"Energetic,Uplifted,Happy,Focused,Euphoric","Sweet,Earthy,Woody",,
Thaidal-Wave,hybrid,3.8,"Uplifted,Euphoric,Creative,Energetic,Focused",,Unknown,
Thc-Bomb,hybrid,4.2,"Relaxed,Happy,Giggly,Uplifted,Hungry","Earthy,Pungent,Sweet",Bomb Seeds,
The-Big-Dirty,hybrid,5,"Uplifted,Hungry,Relaxed","Lemon,Earthy",Unknown,
The-Black,indica,4.4,"Relaxed,Happy,Sleepy,Uplifted,Euphoric","Earthy,Sweet,Woody",BC Bud Depot,British Columbia 
The-Blintz,hybrid,5,"Uplifted,Creative,Energetic,Focused,Happy","Lavender,Earthy,Pungent",Terraform Genetics,
The-Blood,sativa,4.6,"Uplifted,Aroused,Creative,Energetic,Euphoric","Earthy,Pungent,Tropical",,
The-Brotherhood,hybrid,4.5,"Happy,Uplifted,Euphoric,Relaxed,Hungry","Earthy,Coffee,Sweet",AnimasSeed Co,
The-Cough,sativa,4.5,"Uplifted,Euphoric,Energetic,Focused,Giggly","Pungent,Pine,Citrus",,
The-Doctor,indica,4.4,"Euphoric,Happy,Sleepy,Aroused,Energetic","Citrus,Sweet,Grapefruit",Green House Seeds,"Amsterdam, Netherlands"
The-Flav,hybrid,4.2,"Euphoric,Relaxed,Happy,Sleepy,Energetic","Berry,Flowery,Diesel",Unknown,
The-Fork,sativa,0,None,,,
The-Gift,hybrid,5,"Uplifted,Relaxed","Sweet,Earthy",Lawrence Ringo,
The-Grunk,hybrid,4.6,"Euphoric,Happy,Uplifted,Relaxed,Tingly","Grape,Skunk,Sweet",Unknown,
The-Loops,indica,5,"Euphoric,Giggly,Happy,Relaxed,Sleepy",None,Insanity Strains,
The-One,hybrid,4.9,"Happy,Giggly,Euphoric,Relaxed,Tingly","Pungent,Pine,Diesel",Clackamas Coots,
The-Ooze,indica,5,"Tingly,Uplifted,Creative,Euphoric,Focused","Spicy/Herbal,Sweet,Apple",Unknown,
The-Ox,indica,4.8,"Relaxed,Hungry,Euphoric,Happy,Uplifted","Coffee,Berry,Sweet",Rare Dankness Seeds,Colorado
The-Sauce,hybrid,4.8,"Happy,Uplifted,Relaxed,Euphoric,Creative","Earthy,Sweet,Citrus",Exotic Genetix,"Tacoma, Washington"
The-Sheriff,hybrid,4,"Sleepy,Uplifted,Relaxed","Earthy,Woody",Unknown,
The-Sister,indica,4.3,"Relaxed,Uplifted,Creative,Euphoric,Focused","Sweet,Diesel,Citrus",,
The-Third-Dimension,hybrid,4.5,"Uplifted,Happy,Energetic,Euphoric,Creative","Citrus,Earthy,Chemical",TGA Genetics,"Seattle, Washington"
The-Truth,hybrid,4.6,"Relaxed,Uplifted,Euphoric,Happy,Sleepy","Earthy,Woody,Berry",True Canna Genetics ,
The-Void,hybrid,4.5,"Happy,Uplifted,Relaxed,Euphoric,Sleepy","Sweet,Grape,Flowery",TGA Genetics,"Seattle, Washington"
The-White,hybrid,4.6,"Relaxed,Euphoric,Happy,Creative,Uplifted","Earthy,Pine,Pungent",Unknown,Florida
The-White-Angel,hybrid,4.2,"Aroused,Relaxed","Diesel,Pungent,Pine",Unknown,"Los angeles, California"
The-Wife,hybrid,4.9,"Relaxed,Uplifted,Happy,Tingly,Euphoric","Lemon,Sweet,Tree,Fruit",Terrapin Care Station,
The-Wills,hybrid,0,"Talkative,Tingly,Uplifted,Creative,Euphoric","Pungent,Woody,Pine",Unknown,Washington
Thelonious-Skunk,hybrid,4.8,"Euphoric,Happy,Relaxed,Uplifted,Energetic","Skunk,Citrus,Spicy/Herbal",,
Thin-Mint,hybrid,4.6,"Relaxed,Euphoric,Happy,Uplifted,Hungry","Minty,Mint,Sweet",,
Think-Different,hybrid,4.3,"Happy,Energetic,Creative,Focused,Uplifted","Flowery,Sweet,Lemon",Unknown,
Thors-Hammer,sativa,4.3,"Euphoric,Creative,Energetic,Happy,Aroused","Sweet,Pungent,Menthol",Snow High Seeds,Uzbekistan
Throwback-Kush,indica,4.3,"Hungry,Relaxed,Sleepy,Happy","Earthy,Woody",Exotic Genetix,"Tacoma, Washington"
Thunderbird-Rose,sativa,4.8,"Euphoric,Uplifted,Relaxed,Focused,Happy","Rose,Sweet,Earthy",Rebel Spirit Cannabis,"Eugene, Oregon"
Thunderstruck,sativa,4.9,"Relaxed,Uplifted,Creative,Focused,Talkative","Sweet,Earthy,Tropical",,
Tickle-Kush,hybrid,4.3,"Happy,Uplifted,Creative,Euphoric,Sleepy","Berry,Apple,Spicy/Herbal",Greenwerkz,Colorado
Tiger-Woods,hybrid,4.1,"Relaxed,Giggly,Hungry,Creative,Energetic","Sweet,Flowery,Pungent",Unknown,
Tigermelon,indica,3,"Happy,Creative,Relaxed","Spicy/Herbal,Citrus,Chestnut",Bodhi Seeds,"Afghanistan, Hawaii and Nepal"
Tigers-Milk,indica,4.6,"Relaxed,Euphoric,Happy,Sleepy,Uplifted","Earthy,Pungent,Flowery",Bodhi Seeds,"Afghanistan, Hawaii and Nepal"
Tillamook-Strawberry,hybrid,4.7,"Happy,Relaxed,Focused,Euphoric,Energetic","Strawberry,Sweet,Berry",,
Timewreck,sativa,4.4,"Euphoric,Happy,Uplifted,Talkative,Giggly","Citrus,Pepper,Grapefruit",TGA Genetics,"Seattle, Washington"
Tina-Danza,hybrid,4.6,"Happy,Euphoric,Relaxed,Sleepy,Creative","Earthy,Pine,Lemon",Swamp Boys Seeds,
Titans-Haze,sativa,4.3,"Happy,Tingly,Energetic,Euphoric,Talkative","Spicy/Herbal,Pungent,Skunk",Flying Dutchman,"Castle Rock, Washington"
Tjs-Cbd,hybrid,4.3,"Focused,Uplifted,Creative,Talkative,Energetic","Woody,Earthy,Pungent",TJ’s Organic Garden,Washington State
Tokyo-Og,hybrid,4.6,"Euphoric,Relaxed,Happy,Uplifted,Sleepy","Pine,Lemon,Sweet",,California
Tommys-Home-Grown,hybrid,4,"Energetic,Relaxed,Uplifted,Creative,Focused","Earthy,Spicy/Herbal,Tropical",Unknown,
Tonics-Web,indica,0,None,None,THClones,
Tora-Bora,indica,4.5,"Happy,Relaxed,Sleepy,Euphoric,Creative","Pine,Earthy,Berry",,
Toxic,hybrid,4.5,"Sleepy,Focused,Happy,Relaxed,Energetic","Flowery,Earthy",Ripper Seeds,
Toxic-Punch,hybrid,4.1,"Happy,Hungry,Relaxed,Energetic,Uplifted","Pine,Berry,Citrus",Unknown,
Training-Day,indica,4.5,"Relaxed,Euphoric,Tingly,Happy,Sleepy","Citrus,Lime,Chemical",DNA Genetics,"Amsterdam,Canada, California"
Trainwreck,hybrid,4.2,"Happy,Euphoric,Relaxed,Uplifted,Creative","Earthy,Pine,Lemon",Unknown,
Tranquil-Elephantizer-Remix,indica,4.3,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Sweet,Berry,Earthy",Bodhi Seeds,"Afghanistan, Hawaii and Nepal"
Transformer,hybrid,4,"Sleepy,Tingly,Uplifted,Creative,Energetic",,Gage Green Genetics,
Trash,hybrid,4.7,"Relaxed,Happy,Uplifted,Euphoric,Focused","Pungent,Skunk,Diesel",Unknown,
Travel-Joint,hybrid,4.5,"Relaxed,Focused,Aroused,Uplifted,Energetic","Lime,Lemon,Earthy",Green Life Productions,Nevada
Treasure-Island,hybrid,4.7,"Focused,Relaxed,Uplifted,Energetic,Happy","Pepper,Spicy/Herbal,Flowery",SinCity Seeds ,"Las Vegas, Nevada"
Tree-Of-Life,hybrid,4.9,"Happy,Creative,Relaxed,Uplifted,Euphoric","Earthy,Spicy/Herbal,Woody",Oregon OMMP,Oregon
Tres-Dawg,hybrid,4.5,"Relaxed,Sleepy,Happy,Uplifted,Energetic","Citrus,Pungent,Diesel",Top Dawg Genetics,
Triangle-Kush,indica,4.5,"Relaxed,Sleepy,Euphoric,Happy,Creative","Earthy,Pine,Sweet",,
Trident,hybrid,4.3,"Relaxed,Happy,Uplifted,Focused,Tingly","Citrus,Sweet,Pungent",Unknown,
Trifecta,hybrid,4.4,"Tingly,Sleepy,Hungry,Happy,Uplifted",Skunk,The Brothers Grimm,
Trinity,sativa,4.3,"Happy,Uplifted,Euphoric,Relaxed,Aroused","Earthy,Pungent,Skunk",,
Triple-Cheese,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Tingly","Earthy,Pungent,Cheese",Barney's Farm,"Amsterdam, Westmont, Illinois"
Triple-Diesel,sativa,4.2,"Relaxed,Focused,Sleepy,Euphoric,Happy","Diesel,Sweet,Earthy",,
Trix,sativa,4.9,"Uplifted,Energetic,Focused,Relaxed,Tingly","Lime,Grapefruit,Tropical",Riot Seeds,
Tropic-Thunder,hybrid,4.6,"Happy,Uplifted,Energetic,Creative,Relaxed","Tropical,Sweet,Pineapple",Unknown,
Tropical-Tang,hybrid,4.5,"Happy,Focused,Relaxed,Euphoric,Creative","Citrus,Apricot,Skunk",,
Tropicali,hybrid,4.4,"Euphoric,Uplifted,Relaxed,Energetic,Happy","Tropical,Orange,Sweet",,
True-Og,indica,4.4,"Relaxed,Euphoric,Happy,Sleepy,Creative","Earthy,Pine,Pungent",,
True-X,indica,3,"Uplifted,Focused,Sleepy,Relaxed,Tingly","Earthy,Woody,Pine",Royal Choice Farms,
Truffle-Butter,indica,4.5,"Aroused,Sleepy,Euphoric,Giggly,Happy","Sweet,Vanilla,Chestnut",THClones,
Truth-Serum,hybrid,4.3,"Talkative,Energetic,Happy,Sleepy,Uplifted","Spicy/Herbal,Pepper,Citrus",,
Tuna-Kush,indica,4.5,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Skunk,Earthy,Pungent",,
Tuna-Og,hybrid,2,None,None,Unknown,
Turbo-Mind-Warp,hybrid,4.5,"Happy,Hungry,Uplifted,Euphoric,Focused","Spicy/Herbal,Flowery,Earthy",MTG Seeds,
Tutankhamon,sativa,4.6,"Happy,Focused,Uplifted,Energetic,Euphoric","Pungent,Skunk,Flowery",Pyramid Seeds,
Tutti-Frutti,hybrid,4.2,"Happy,Euphoric,Uplifted,Energetic,Relaxed","Berry,Sweet,Tropical",Flash Seeds,
Twista,sativa,4.2,"Creative,Energetic,Happy,Talkative,Focused","Sweet,Citrus,Lime",Denver's Green Solution,
Twisted-Citrus,sativa,4.5,"Energetic,Uplifted,Relaxed,Creative,Happy","Citrus,Orange,Earthy",,
Tyson,indica,4.8,"Relaxed,Sleepy,Uplifted,Hungry,Happy","Earthy,Pungent,Sweet",,
U2-Kush,indica,4.1,"Relaxed,Happy,Uplifted,Hungry,Giggly","Sweet,Woody,Flowery",,
Uk-Cheese,hybrid,4.2,"Happy,Relaxed,Uplifted,Euphoric,Energetic","Cheese,Pungent,Berry",Unknown,
Ultimate-Trainwreck,sativa,4.4,"Euphoric,Energetic,Aroused,Focused,Happy","Tropical,Sweet,Spicy/Herbal",,
Ultra-Banana,indica,5,"Sleepy,Tingly,Giggly,Hungry,Relaxed","Ammonia,Lemon,Pineapple",,
Ultra-Sonja,hybrid,4.6,"Relaxed,Giggly,Euphoric,Focused,Tingly","Pungent,Tree,Fruit,Sweet",Unknown,
Ultra-Sour,sativa,4.8,"Uplifted,Creative,Energetic,Euphoric,Focused","Diesel,Skunk,Lime",THSeeds,"Amsterdam, Netherlands"
Ultraviolet-Og,indica,4.7,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Flowery,Berry,Earthy",Archive Seeds Bank,"Seattle, Washington"
Urkle-Train-Haze,hybrid,4.9,"Happy,Euphoric,Uplifted,Talkative,Relaxed","Grape,Sweet,Pine",Unknown,Arizona
Uw,indica,4.3,"Relaxed,Sleepy,Hungry,Happy,Uplifted","Tree,Fruit,Sweet,Grape",,
Vader-Og,indica,4.5,"Sleepy,Relaxed,Happy,Euphoric,Hungry","Earthy,Flowery,Sweet",Ocean Grown Seeds,
Valentine-X,hybrid,4.4,"Relaxed,Creative,Tingly,Euphoric,Focused","Citrus,Earthy,Pungent",Unknown,
Valley-Ghash,hybrid,4.4,"Euphoric,Relaxed,Sleepy,Hungry,Happy","Sweet,Berry,Tropical",,
Valley-Girl,hybrid,4.7,"Happy,Relaxed,Euphoric,Energetic,Uplifted","Pine,Flowery,Earthy",Archive Seeds Bank,"Seattle, Washington"
Vanilla-Kush,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Vanilla,Sweet,Flowery",Barney's Farm,"Amsterdam, Westmont, Illinois"
Vanilluna,hybrid,4.8,"Sleepy,Happy,Relaxed",,DJ Short,Oregon
Vcdc,hybrid,4.5,"Relaxed,Happy,Euphoric,Focused,Uplifted","Earthy,Berry,Citrus",Moxie Seeds,
Velvet-Bud,sativa,3.9,"Uplifted,Energetic,Euphoric,Talkative,Aroused","Sweet,Citrus,Spicy/Herbal",,
Velvet-Purps,hybrid,5,"Happy,Relaxed,Euphoric,Sleepy,Tingly",None,Sun Roots Farm,
Venice-Og,sativa,4.3,"Uplifted,Happy,Energetic,Creative,Focused","Citrus,Pine,Pungent",,
Venom-Og,hybrid,4.4,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Pungent,Pine",Rare Dankness Seeds,Colorado
Venus-Og,hybrid,4.8,"Focused,Tingly,Happy,Uplifted,Creative","Citrus,Lemon,Berry",Unknown,
Verde-Electric,hybrid,4.2,"Happy,Euphoric,Creative,Relaxed,Hungry","Woody,Earthy,Sweet",,
Versace,hybrid,4.8,"Happy,Relaxed,Euphoric,Uplifted,Energetic","Pungent,Berry,Diesel",Unknown,
Very-Berry-Haze,sativa,4,"Happy,Uplifted,Euphoric,Hungry,Relaxed","Berry,Pungent,Sweet",Apothecary Genetics,Netherlands
Vietnamese-Bubba,hybrid,5,"Euphoric,Hungry,Relaxed,Uplifted,Happy",None,Khush Kush,
Violator-Kush,indica,4.3,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Spicy/Herbal,Woody",Barney's Farm,"Amsterdam, Westmont, Illinois"
Violet-Delight,hybrid,4.4,"Happy,Relaxed,Uplifted,Focused,Sleepy","Violet,Spicy/Herbal,Lavender",Unknown,
Violeta,hybrid,0,None,,Ace Seeds,"Valencia, Spain"
Viper,sativa,4.5,"Energetic,Talkative,Happy,Giggly,Uplifted","Citrus,Pungent,Spicy/Herbal",Reeferman Seeds,Mexico
Voodoo,sativa,4.2,"Happy,Relaxed,Uplifted,Euphoric,Tingly","Earthy,Pungent,Sweet",,Thailand
Vortex,sativa,4.3,"Uplifted,Happy,Euphoric,Talkative,Energetic","Earthy,Lemon,Woody",TGA Genetics,"Seattle, Washington"
Waipi-O-Hapa,sativa,4.4,"Energetic,Focused,Uplifted,Creative,Relaxed","Sweet,Tropical,Honey",,
Waldo,hybrid,4,"Creative,Tingly,Euphoric,Hungry,Uplifted","Spicy/Herbal,Earthy,Pungent",Apothecary Genetics,Netherlands
Walker-Kush,hybrid,4.8,"Relaxed,Uplifted,Happy,Focused,Euphoric","Woody,Spicy/Herbal,Flowery",Rare Dankness Seeds,Colorado
Wally-Og,hybrid,4.8,"Relaxed,Happy,Sleepy,Creative,Focused","Flowery,Earthy,Butter",Unknown,
Walrus-Kush,hybrid,4.3,"Happy,Giggly,Uplifted,Creative,Hungry",,Unknown,
Walter-White,hybrid,4.7,"Happy,Relaxed,Energetic,Uplifted,Euphoric","Earthy,Pungent,Lemon",Mephisto Genetics,
Wappa,hybrid,4.3,"Happy,Giggly,Relaxed,Hungry,Uplifted","Sweet,Flowery,Citrus",Paradise Seeds,"Amsterdam, Netherlands"
Warlock,hybrid,3.9,"Relaxed,Hungry,Happy,Euphoric,Uplifted","Earthy,Sweet,Flowery",Magus Genetics,
Washing-Machine,indica,5,"Creative,Relaxed,Sleepy,Talkative,Tingly","Earthy,Pungent,Cheese",Ripper Seeds,
Watermelon,indica,4.5,"Relaxed,Happy,Hungry,Sleepy,Euphoric","Sweet,Berry,Tropical",,
Webster,sativa,4.5,"Relaxed,Uplifted,Happy,Sleepy,Talkative","Citrus,Spicy/Herbal,Sweet",Unknown,
Wedding-Cake,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Focused","Sweet,Vanilla,Earthy",Unknown,
Wellness-Og,hybrid,4.9,"Relaxed,Happy,Euphoric,Uplifted,Creative","Pungent,Diesel,Pine",Unknown,
Wembley,indica,4,None,,Pyramid Seeds,
West-Coast-Dawg,indica,4.8,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Woody,Nutty",,
West-Og,indica,3.6,"Relaxed,Happy,Creative,Hungry,Sleepy","Woody,Lemon,Spicy/Herbal",,
Wet-Dream,sativa,4.4,"Uplifted,Energetic,Happy,Euphoric,Creative","Earthy,Spicy/Herbal,Woody",,
Whitaker-Blues,indica,4.2,"Relaxed,Sleepy,Happy,Uplifted,Euphoric","Sweet,Apple,Pear",DJ Short,Oregon
White-99,hybrid,4.5,"Energetic,Uplifted,Euphoric,Happy,Relaxed","Sweet,Pine,Citrus",,
White-Bastard,indica,4.4,"Relaxed,Euphoric,Sleepy,Focused,Happy","Sweet,Blueberry,Diesel",,
White-Berry,indica,4.1,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Berry,Earthy,Sweet",,
White-Bubblegum,indica,5,"Giggly,Aroused,Sleepy,Talkative,Tingly","Sweet,Earthy,Flowery",THClones,
White-Buffalo,sativa,4.5,"Happy,Uplifted,Euphoric,Energetic,Relaxed","Sweet,Berry,Earthy",,
White-Caramel-Cookies,indica,5,"Euphoric,Relaxed,Aroused,Sleepy,Talkative","Sweet,Berry,Grape",Sumo Seeds,
White-Cheese,hybrid,4.2,"Relaxed,Creative,Talkative,Happy,Euphoric","Cheese,Pungent,Flowery",Zambeza Seeds,
White-Chocolate,hybrid,3,None,None,SinCity Seeds ,"Las Vegas, Nevada"
White-Cookies,hybrid,4.3,"Relaxed,Happy,Euphoric,Focused,Uplifted","Earthy,Sweet,Pungent",Crop King Seeds ,
White-Dawg,hybrid,4.2,"Relaxed,Uplifted,Happy,Giggly,Hungry","Earthy,Woody,Spicy/Herbal",,
White-Diesel,hybrid,4.2,"Relaxed,Euphoric,Uplifted,Creative,Happy","Diesel,Pungent,Citrus",Unknown,
White-Dragon,indica,4.2,"Relaxed,Happy,Hungry,Euphoric,Uplifted","Earthy,Woody,Sweet",Eva Seeds,
White-Dream,hybrid,4.6,"Relaxed,Energetic,Uplifted,Happy,Euphoric","Earthy,Sweet,Citrus",Unknown,
White-Durban,sativa,4.6,"Energetic,Aroused,Tingly,Uplifted,Talkative","Earthy,Woody,Pine",Fireline,Washington State
White-Elephant,hybrid,4.4,"Relaxed,Happy,Uplifted,Euphoric,Sleepy","Sweet,Earthy,Pungent",,
White-Empress,indica,4.4,"Energetic,Euphoric,Happy,Relaxed,Sleepy","Sweet,Citrus,Earthy",,
White-Fire-43,indica,4.7,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Pungent,Sweet,Earthy",TLC Collective,"Los Angeles, California"
White-Fire-Alien-Og,hybrid,4.4,"Relaxed,Uplifted,Happy,Tingly,Euphoric","Lemon,Earthy,Citrus",OG Raskal Genetics,
White-Fire-Og,hybrid,4.5,"Happy,Uplifted,Relaxed,Energetic,Euphoric","Sweet,Earthy,Pungent",,
White-Girl,hybrid,4.5,"Talkative,Uplifted,Hungry,Relaxed,Euphoric","Berry,Citrus,Tropical",Unknown,
White-Gold,hybrid,4.7,"Relaxed,Happy,Euphoric,Talkative,Uplifted","Earthy,Pungent,Tropical",Sensi Seeds,"Amsterdam, Netherlands"
White-Gorilla,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Hungry","Tar,Sweet,Pungent",Unknown,
White-Haze,sativa,4,"Creative,Energetic,Happy,Uplifted,Euphoric","Lemon,Pine,Citrus",Dutch White Label Seed Company,
White-Knight,hybrid,4.6,"Creative,Relaxed,Happy,Sleepy,Energetic","Earthy,Pungent,Sweet",Encanto Green Cross ,"Phoenix, Arizona"
White-Kryptonite,indica,4.5,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Berry,Pungent,Sweet",,
White-Kush,indica,4.5,"Relaxed,Sleepy,Euphoric,Talkative,Happy","Nutty,Honey,Vanilla",,
White-Lavender,hybrid,4.2,"Happy,Giggly,Relaxed,Energetic,Uplifted","Lavender,Flowery,Earthy",G-13 Labs,
White-Lightning,hybrid,4.4,"Happy,Giggly,Uplifted,Euphoric,Relaxed","Sweet,Skunk,Pungent",British Columbia Seed Company,
White-Lotus,hybrid,4.2,"Relaxed,Euphoric,Focused,Happy,Sleepy","Earthy,Citrus,Sweet",Bodhi Seeds,"Afghanistan, Hawaii and Nepal"
